Year,Date,Load
2023,30-Mar 7am,178019.8
2023,30-Mar 8am,181412.59
2023,30-Mar 9am,187873.02
2023,30-Mar 10am,191229.55
2023,30-Mar 11am,192972.43
2023,30-Mar 12pm,190559.82
2023,30-Mar 1pm,184537.3
2023,30-Mar 2pm,184353.06
2023,30-Mar 3pm,183691.68
2023,30-Mar 4pm,179396.68
2023,30-Mar 5pm,171811
2023,30-Mar 6pm,167264.85
2023,30-Mar 7pm,170453.6
2023,30-Mar 8pm,164102.16
2023,30-Mar 9pm,161946.15
2023,30-Mar 10pm,162134.93
2023,30-Mar 11pm,161460.74
2023,31-Mar 12am,158954.53
2023,31-Mar 1am,155833.06
2023,31-Mar 2am,152829.68
2023,31-Mar 3am,151953.1
2023,31-Mar 4am,153403.76
2023,31-Mar 5am,157956.34
2023,31-Mar 6am,164067.9
2023,31-Mar 7am,169549.55
2023,31-Mar 8am,173782.67
2023,31-Mar 9am,181906.24
2023,31-Mar 10am,185788.25
2023,31-Mar 11am,185762.76
2023,31-Mar 12pm,183890.48
2023,31-Mar 1pm,178116.05
2023,31-Mar 2pm,176862.12
2023,31-Mar 3pm,177062.71
2023,31-Mar 4pm,173900.09
2023,31-Mar 5pm,169110.2
2023,31-Mar 6pm,166503.4
2023,31-Mar 7pm,170468.15
2023,31-Mar 8pm,163501.82
2023,31-Mar 9pm,159393.35
2023,31-Mar 10pm,158801.44
2023,31-Mar 11pm,157385.63
2023,01-Apr 12am,153797.25
2023,01-Apr 1am,150304.72
2023,01-Apr 2am,146850.54
2023,01-Apr 3am,146027.49
2023,01-Apr 4am,148054.66
2023,01-Apr 5am,152406.29
2023,01-Apr 6am,158535.87
2023,01-Apr 7am,163956.28
2023,01-Apr 8am,166689.81
2023,01-Apr 9am,174366.74
2023,01-Apr 10am,178179.85
2023,01-Apr 11am,178116.73
2023,01-Apr 12pm,176761.69
2023,01-Apr 1pm,171434.96
2023,01-Apr 2pm,171366.77
2023,01-Apr 3pm,171753.23
2023,01-Apr 4pm,169462.64
2023,01-Apr 5pm,165613.27
2023,01-Apr 6pm,164440.14
2023,01-Apr 7pm,171549.83
2023,01-Apr 8pm,166786.51
2023,01-Apr 9pm,163071.99
2023,01-Apr 10pm,162274.81
2023,01-Apr 11pm,160649.18
2023,02-Apr 12am,157934.89
2023,02-Apr 1am,154792.52
2023,02-Apr 2am,152021.94
2023,02-Apr 3am,151484.94
2023,02-Apr 4am,154093.59
2023,02-Apr 5am,157972.38
2023,02-Apr 6am,162009.26
2023,02-Apr 7am,164763.29
2023,02-Apr 8am,166345.73
2023,02-Apr 9am,171045.02
2023,02-Apr 10am,172876.15
2023,02-Apr 11am,172196.91
2023,02-Apr 12pm,169971.99
2023,02-Apr 1pm,165315.49
2023,02-Apr 2pm,163449.32
2023,02-Apr 3pm,162811.18
2023,02-Apr 4pm,159818.84
2023,02-Apr 5pm,155514.53
2023,02-Apr 6pm,156005.24
2023,02-Apr 7pm,167178.83
2023,02-Apr 8pm,164218.87
2023,02-Apr 9pm,160993.9
2023,02-Apr 10pm,160883.51
2023,02-Apr 11pm,159711.9
2023,03-Apr 12am,156891.28
2023,03-Apr 1am,153518.57
2023,03-Apr 2am,150497.63
2023,03-Apr 3am,149460.58
2023,03-Apr 4am,151678.59
2023,03-Apr 5am,157642.7
2023,03-Apr 6am,166998.56
2023,03-Apr 7am,170341.58
2023,03-Apr 8am,173458.86
2023,03-Apr 9am,182310.55
2023,03-Apr 10am,185792.91
2023,03-Apr 11am,185879.4
2023,03-Apr 12pm,182831.37
2023,03-Apr 1pm,177611.52
2023,03-Apr 2pm,177628.59
2023,03-Apr 3pm,178596.88
2023,03-Apr 4pm,177137.71
2023,03-Apr 5pm,172830.51
2023,03-Apr 6pm,172171.8
2023,03-Apr 7pm,179837.37
2023,03-Apr 8pm,174950.09
2023,03-Apr 9pm,171764.87
2023,03-Apr 10pm,170646.94
2023,03-Apr 11pm,168661.12
2023,04-Apr 12am,165982
2023,04-Apr 1am,162750.58
2023,04-Apr 2am,159657.36
2023,04-Apr 3am,158582.92
2023,04-Apr 4am,159401.09
2023,04-Apr 5am,161555.86
2023,04-Apr 6am,168062.62
2023,04-Apr 7am,173126.86
2023,04-Apr 8am,176893.5
2023,04-Apr 9am,184636.49
2023,04-Apr 10am,187507.49
2023,04-Apr 11am,185638.53
2023,04-Apr 12pm,185459.69
2023,04-Apr 1pm,180706.89
2023,04-Apr 2pm,181412.19
2023,04-Apr 3pm,182431.86
2023,04-Apr 4pm,180034.7
2023,04-Apr 5pm,174514.6
2023,04-Apr 6pm,173147.46
2023,04-Apr 7pm,181889.7
2023,04-Apr 8pm,177712.87
2023,04-Apr 9pm,174119.55
2023,04-Apr 10pm,173599.14
2023,04-Apr 11pm,171463.63
2023,05-Apr 12am,168549.07
2023,05-Apr 1am,165770.78
2023,05-Apr 2am,162589.22
2023,05-Apr 3am,161679.93
2023,05-Apr 4am,163217.89
2023,05-Apr 5am,168051.81
2023,05-Apr 6am,174278.2
2023,05-Apr 7am,176639.92
2023,05-Apr 8am,178018.76
2023,05-Apr 9am,184512.69
2023,05-Apr 10am,187090.81
2023,05-Apr 11am,186774.39
2023,05-Apr 12pm,185357.41
2023,05-Apr 1pm,180088.1
2023,05-Apr 2pm,181199.81
2023,05-Apr 3pm,182581.84
2023,05-Apr 4pm,180144.85
2023,05-Apr 5pm,175161.02
2023,05-Apr 6pm,174864.6
2023,05-Apr 7pm,183796.25
2023,05-Apr 8pm,177916.59
2023,05-Apr 9pm,174262.59
2023,05-Apr 10pm,174837.41
2023,05-Apr 11pm,173199.36
2023,06-Apr 12am,169698.79
2023,06-Apr 1am,166108.69
2023,06-Apr 2am,162572.37
2023,06-Apr 3am,161802.05
2023,06-Apr 4am,163677.72
2023,06-Apr 5am,168528.97
2023,06-Apr 6am,174721.25
2023,06-Apr 7am,176486.12
2023,06-Apr 8am,179089.65
2023,06-Apr 9am,185527.33
2023,06-Apr 10am,189536.92
2023,06-Apr 11am,188550.61
2023,06-Apr 12pm,188367.16
2023,06-Apr 1pm,184421.75
2023,06-Apr 2pm,185069.71
2023,06-Apr 3pm,183858.45
2023,06-Apr 4pm,180370.04
2023,06-Apr 5pm,175916.52
2023,06-Apr 6pm,174713.73
2023,06-Apr 7pm,184708.02
2023,06-Apr 8pm,181058.02
2023,06-Apr 9pm,178276.41
2023,06-Apr 10pm,177917.8
2023,06-Apr 11pm,176060.18
2023,07-Apr 12am,172346.93
2023,07-Apr 1am,169823.88
2023,07-Apr 2am,166629.74
2023,07-Apr 3am,165414.81
2023,07-Apr 4am,166419.55
2023,07-Apr 5am,169998.86
2023,07-Apr 6am,174530.68
2023,07-Apr 7am,175954.16
2023,07-Apr 8am,179683.29
2023,07-Apr 9am,187754.99
2023,07-Apr 10am,191047.94
2023,07-Apr 11am,191198.21
2023,07-Apr 12pm,189655.59
2023,07-Apr 1pm,183148.23
2023,07-Apr 2pm,183298.8
2023,07-Apr 3pm,183642.74
2023,07-Apr 4pm,180148.32
2023,07-Apr 5pm,173698.41
2023,07-Apr 6pm,174092.89
2023,07-Apr 7pm,182541.83
2023,07-Apr 8pm,178704.1
2023,07-Apr 9pm,175628.75
2023,07-Apr 10pm,175838.78
2023,07-Apr 11pm,174420.57
2023,08-Apr 12am,170637.51
2023,08-Apr 1am,167411.09
2023,08-Apr 2am,163777.49
2023,08-Apr 3am,162748.74
2023,08-Apr 4am,163644.48
2023,08-Apr 5am,166930.78
2023,08-Apr 6am,171987.81
2023,08-Apr 7am,173782.1
2023,08-Apr 8am,175984.64
2023,08-Apr 9am,183169.11
2023,08-Apr 10am,186794.5
2023,08-Apr 11am,186625.79
2023,08-Apr 12pm,186608.32
2023,08-Apr 1pm,181196.95
2023,08-Apr 2pm,183414.81
2023,08-Apr 3pm,185293.21
2023,08-Apr 4pm,181469.01
2023,08-Apr 5pm,176262.35
2023,08-Apr 6pm,176054.01
2023,08-Apr 7pm,184718.22
2023,08-Apr 8pm,180122.66
2023,08-Apr 9pm,176547.36
2023,08-Apr 10pm,176577.34
2023,08-Apr 11pm,174537.3
2023,09-Apr 12am,171857.11
2023,09-Apr 1am,168854.46
2023,09-Apr 2am,166052.54
2023,09-Apr 3am,164989.49
2023,09-Apr 4am,166060.68
2023,09-Apr 5am,168838.62
2023,09-Apr 6am,171491.59
2023,09-Apr 7am,171574.81
2023,09-Apr 8am,173988.45
2023,09-Apr 9am,179272.6
2023,09-Apr 10am,180325.59
2023,09-Apr 11am,180125.71
2023,09-Apr 12pm,178758.52
2023,09-Apr 1pm,174059.75
2023,09-Apr 2pm,174686.07
2023,09-Apr 3pm,174829.35
2023,09-Apr 4pm,170948.06
2023,09-Apr 5pm,165569.65
2023,09-Apr 6pm,165028.47
2023,09-Apr 7pm,176182.32
2023,09-Apr 8pm,174920.82
2023,09-Apr 9pm,173582.05
2023,09-Apr 10pm,175204.82
2023,09-Apr 11pm,173378.91
2023,10-Apr 12am,170405.85
2023,10-Apr 1am,167676.43
2023,10-Apr 2am,164395.09
2023,10-Apr 3am,162938.84
2023,10-Apr 4am,164190.1
2023,10-Apr 5am,168375.79
2023,10-Apr 6am,175032.95
2023,10-Apr 7am,177111.64
2023,10-Apr 8am,180219.73
2023,10-Apr 9am,188188.06
2023,10-Apr 10am,191904.64
2023,10-Apr 11am,192500.78
2023,10-Apr 12pm,191145.32
2023,10-Apr 1pm,185904.43
2023,10-Apr 2pm,188156.53
2023,10-Apr 3pm,190561.17
2023,10-Apr 4pm,187654.59
2023,10-Apr 5pm,181779.06
2023,10-Apr 6pm,181449.05
2023,10-Apr 7pm,190389.24
2023,10-Apr 8pm,187674.34
2023,10-Apr 9pm,184461.05
2023,10-Apr 10pm,184192.93
2023,10-Apr 11pm,182588.42
2023,11-Apr 12am,180942.08
2023,11-Apr 1am,177407.42
2023,11-Apr 2am,174844.82
2023,11-Apr 3am,173704.32
2023,11-Apr 4am,174328.35
2023,11-Apr 5am,177348.88
2023,11-Apr 6am,181675.18
2023,11-Apr 7am,183819.26
2023,11-Apr 8am,185348.64
2023,11-Apr 9am,193230.7
2023,11-Apr 10am,195680.56
2023,11-Apr 11am,194413.59
2023,11-Apr 12pm,192769.71
2023,11-Apr 1pm,187799.21
2023,11-Apr 2pm,189810.73
2023,11-Apr 3pm,193115.49
2023,11-Apr 4pm,190947.4
2023,11-Apr 5pm,186313.69
2023,11-Apr 6pm,185622.04
2023,11-Apr 7pm,194348.98
2023,11-Apr 8pm,191298.08
2023,11-Apr 9pm,189157.56
2023,11-Apr 10pm,190163.35
2023,11-Apr 11pm,189679.02
2023,12-Apr 12am,186158.04
2023,12-Apr 1am,182370.93
2023,12-Apr 2am,178591.09
2023,12-Apr 3am,177190.07
2023,12-Apr 4am,177794.25
2023,12-Apr 5am,180992.87
2023,12-Apr 6am,184886.94
2023,12-Apr 7am,185607.56
2023,12-Apr 8am,186808.59
2023,12-Apr 9am,194063.41
2023,12-Apr 10am,198229.36
2023,12-Apr 11am,196992.69
2023,12-Apr 12pm,194743.87
2023,12-Apr 1pm,190228.23
2023,12-Apr 2pm,192538.39
2023,12-Apr 3pm,195506.06
2023,12-Apr 4pm,193828.27
2023,12-Apr 5pm,188579.84
2023,12-Apr 6pm,187950.51
2023,12-Apr 7pm,197684.52
2023,12-Apr 8pm,194727.59
2023,12-Apr 9pm,192506.12
2023,12-Apr 10pm,193721.74
2023,12-Apr 11pm,192516.91
2023,13-Apr 12am,188690.59
2023,13-Apr 1am,185484.31
2023,13-Apr 2am,181734.77
2023,13-Apr 3am,180340.81
2023,13-Apr 4am,180936.31
2023,13-Apr 5am,182851.45
2023,13-Apr 6am,186219.5
2023,13-Apr 7am,186431.99
2023,13-Apr 8am,188490.02
2023,13-Apr 9am,197044.43
2023,13-Apr 10am,201275.61
2023,13-Apr 11am,201175.01
2023,13-Apr 12pm,199622.31
2023,13-Apr 1pm,194514.67
2023,13-Apr 2pm,197117.16
2023,13-Apr 3pm,199776.48
2023,13-Apr 4pm,196651.27
2023,13-Apr 5pm,190860.19
2023,13-Apr 6pm,189779.02
2023,13-Apr 7pm,197581.05
2023,13-Apr 8pm,195073.5
2023,13-Apr 9pm,192148.51
2023,13-Apr 10pm,193169.69
2023,13-Apr 11pm,192086.66
2023,14-Apr 12am,189653.25
2023,14-Apr 1am,187005.3
2023,14-Apr 2am,183922.65
2023,14-Apr 3am,182293.07
2023,14-Apr 4am,182527.13
2023,14-Apr 5am,183181.55
2023,14-Apr 6am,184415.23
2023,14-Apr 7am,185583.81
2023,14-Apr 8am,188325.52
2023,14-Apr 9am,197783.51
2023,14-Apr 10am,202744.77
2023,14-Apr 11am,204446.39
2023,14-Apr 12pm,202377.43
2023,14-Apr 1pm,196561.13
2023,14-Apr 2pm,199135.58
2023,14-Apr 3pm,200750.33
2023,14-Apr 4pm,197552.53
2023,14-Apr 5pm,191116.52
2023,14-Apr 6pm,186974.26
2023,14-Apr 7pm,193208.44
2023,14-Apr 8pm,190977.52
2023,14-Apr 9pm,187696.04
2023,14-Apr 10pm,189114.65
2023,14-Apr 11pm,190593.36
2023,15-Apr 12am,187906.71
2023,15-Apr 1am,184378.42
2023,15-Apr 2am,180818.82
2023,15-Apr 3am,178630.1
2023,15-Apr 4am,178641.46
2023,15-Apr 5am,179633.02
2023,15-Apr 6am,182464.5
2023,15-Apr 7am,183820.52
2023,15-Apr 8am,187241.18
2023,15-Apr 9am,194537.56
2023,15-Apr 10am,198734.9
2023,15-Apr 11am,199309.68
2023,15-Apr 12pm,198302.57
2023,15-Apr 1pm,194752.65
2023,15-Apr 2pm,197931.03
2023,15-Apr 3pm,200401.09
2023,15-Apr 4pm,197171.8
2023,15-Apr 5pm,190483.04
2023,15-Apr 6pm,188399.99
2023,15-Apr 7pm,196319.91
2023,15-Apr 8pm,193336.87
2023,15-Apr 9pm,191351.83
2023,15-Apr 10pm,191855.77
2023,15-Apr 11pm,191621.79
2023,16-Apr 12am,188761.92
2023,16-Apr 1am,185906.16
2023,16-Apr 2am,182936.76
2023,16-Apr 3am,182004.75
2023,16-Apr 4am,182272.64
2023,16-Apr 5am,181983.59
2023,16-Apr 6am,180198.75
2023,16-Apr 7am,179697.58
2023,16-Apr 8am,183367.27
2023,16-Apr 9am,188822.53
2023,16-Apr 10am,191365.33
2023,16-Apr 11am,192030.84
2023,16-Apr 12pm,191590.98
2023,16-Apr 1pm,189603.64
2023,16-Apr 2pm,191469.95
2023,16-Apr 3pm,192741.58
2023,16-Apr 4pm,189237.82
2023,16-Apr 5pm,180005.9
2023,16-Apr 6pm,178613.95
2023,16-Apr 7pm,190653.9
2023,16-Apr 8pm,191585.36
2023,16-Apr 9pm,191460.15
2023,16-Apr 10pm,191742.06
2023,16-Apr 11pm,192703.14
2023,17-Apr 12am,191007.41
2023,17-Apr 1am,187100.65
2023,17-Apr 2am,183716.94
2023,17-Apr 3am,182474.01
2023,17-Apr 4am,182027.98
2023,17-Apr 5am,183408.9
2023,17-Apr 6am,185162.32
2023,17-Apr 7am,186948.48
2023,17-Apr 8am,191495.61
2023,17-Apr 9am,201324.53
2023,17-Apr 10am,207109.54
2023,17-Apr 11am,208421.76
2023,17-Apr 12pm,207524.76
2023,17-Apr 1pm,203507.44
2023,17-Apr 2pm,206490.1
2023,17-Apr 3pm,208527.53
2023,17-Apr 4pm,204924.93
2023,17-Apr 5pm,197110.3
2023,17-Apr 6pm,194376.4
2023,17-Apr 7pm,204540.94
2023,17-Apr 8pm,203994.21
2023,17-Apr 9pm,202679.25
2023,17-Apr 10pm,202949.48
2023,17-Apr 11pm,201466.98
2023,18-Apr 12am,198770.73
2023,18-Apr 1am,196376.11
2023,18-Apr 2am,193477.5
2023,18-Apr 3am,191589.66
2023,18-Apr 4am,190907.52
2023,18-Apr 5am,189784.14
2023,18-Apr 6am,190911.12
2023,18-Apr 7am,191988.92
2023,18-Apr 8am,194259.14
2023,18-Apr 9am,202699.78
2023,18-Apr 10am,209124.57
2023,18-Apr 11am,211966.28
2023,18-Apr 12pm,210127.03
2023,18-Apr 1pm,207434.53
2023,18-Apr 2pm,211635.16
2023,18-Apr 3pm,213305.22
2023,18-Apr 4pm,204158.85
2023,18-Apr 5pm,200790.69
2023,18-Apr 6pm,197551.73
2023,18-Apr 7pm,207020.23
2023,18-Apr 8pm,206080.02
2023,18-Apr 9pm,203651.06
2023,18-Apr 10pm,204108.57
2023,18-Apr 11pm,203613.97
2023,19-Apr 12am,200729.87
2023,19-Apr 1am,197128.77
2023,19-Apr 2am,191364.68
2023,19-Apr 3am,186731.71
2023,19-Apr 4am,184955.71
2023,19-Apr 5am,184447.29
2023,19-Apr 6am,185904.85
2023,19-Apr 7am,187508.3
2023,19-Apr 8am,191417.5
2023,19-Apr 9am,201096.28
2023,19-Apr 10am,207917.76
2023,19-Apr 11am,209878.61
2023,19-Apr 12pm,209287.23
2023,19-Apr 1pm,206824.53
2023,19-Apr 2pm,210194.67
2023,19-Apr 3pm,212271.31
2023,19-Apr 4pm,208569.43
2023,19-Apr 5pm,200867.37
2023,19-Apr 6pm,197316.68
2023,19-Apr 7pm,206206.12
2023,19-Apr 8pm,204870.98
2023,19-Apr 9pm,203515.32
2023,19-Apr 10pm,205423.5
2023,19-Apr 11pm,204719.13
2023,20-Apr 12am,201351.31
2023,20-Apr 1am,197655.11
2023,20-Apr 2am,193400.32
2023,20-Apr 3am,190489.18
2023,20-Apr 4am,188933.07
2023,20-Apr 5am,189770.8
2023,20-Apr 6am,189757.94
2023,20-Apr 7am,189625.11
2023,20-Apr 8am,193028.84
2023,20-Apr 9am,201795.36
2023,20-Apr 10am,206878.1
2023,20-Apr 11am,208490.32
2023,20-Apr 12pm,207971.83
2023,20-Apr 1pm,204683.65
2023,20-Apr 2pm,208333.59
2023,20-Apr 3pm,208873.85
2023,20-Apr 4pm,203292.64
2023,20-Apr 5pm,193066.11
2023,20-Apr 6pm,188979.91
2023,20-Apr 7pm,197465.26
2023,20-Apr 8pm,196102.35
2023,20-Apr 9pm,196481.43
2023,20-Apr 10pm,199922.74
2023,20-Apr 11pm,199170.37
2023,21-Apr 12am,194308.89
2023,21-Apr 1am,188025.05
2023,21-Apr 2am,183114.02
2023,21-Apr 3am,180773.16
2023,21-Apr 4am,179701.13
2023,21-Apr 5am,180585.66
2023,21-Apr 6am,182328.08
2023,21-Apr 7am,182815.61
2023,21-Apr 8am,186161.77
2023,21-Apr 9am,193459.55
2023,21-Apr 10am,197949.5
2023,21-Apr 11am,200139.55
2023,21-Apr 12pm,200186.53
2023,21-Apr 1pm,197152.72
2023,21-Apr 2pm,201172.59
2023,21-Apr 3pm,199486.71
2023,21-Apr 4pm,195414.12
2023,21-Apr 5pm,187595.59
2023,21-Apr 6pm,185126.08
2023,21-Apr 7pm,193870.06
2023,21-Apr 8pm,191085.53
2023,21-Apr 9pm,191620.45
2023,21-Apr 10pm,193157.72
2023,21-Apr 11pm,191658.95
2023,22-Apr 12am,186672.72
2023,22-Apr 1am,181742.39
2023,22-Apr 2am,177155.41
2023,22-Apr 3am,174217.35
2023,22-Apr 4am,173512.09
2023,22-Apr 5am,177391.12
2023,22-Apr 6am,179989.22
2023,22-Apr 7am,181060.41
2023,22-Apr 8am,182447.08
2023,22-Apr 9am,188401.55
2023,22-Apr 10am,193478.12
2023,22-Apr 11am,195778.91
2023,22-Apr 12pm,194696.71
2023,22-Apr 1pm,190337.75
2023,22-Apr 2pm,190044.5
2023,22-Apr 3pm,189961.91
2023,22-Apr 4pm,183542.26
2023,22-Apr 5pm,174478.18
2023,22-Apr 6pm,171445.87
2023,22-Apr 7pm,183743.58
2023,22-Apr 8pm,183548.65
2023,22-Apr 9pm,182656.68
2023,22-Apr 10pm,185619.77
2023,22-Apr 11pm,185014.93
2023,23-Apr 12am,180738.54
2023,23-Apr 1am,175350.62
2023,23-Apr 2am,171222.46
2023,23-Apr 3am,168309.5
2023,23-Apr 4am,166889.06
2023,23-Apr 5am,167983.55
2023,23-Apr 6am,168960.06
2023,23-Apr 7am,169533.43
2023,23-Apr 8am,170387.25
2023,23-Apr 9am,173405.63
2023,23-Apr 10am,174311.89
2023,23-Apr 11am,172347.17
2023,23-Apr 12pm,173076.21
2023,23-Apr 1pm,170455.59
2023,23-Apr 2pm,169584.92
2023,23-Apr 3pm,169517.43
2023,23-Apr 4pm,164057.75
2023,23-Apr 5pm,157068.53
2023,23-Apr 6pm,157389.42
2023,23-Apr 7pm,168299.53
2023,23-Apr 8pm,170707.91
2023,23-Apr 9pm,171256.37
2023,23-Apr 10pm,173746.07
2023,23-Apr 11pm,172920.42
2023,24-Apr 12am,168394.5
2023,24-Apr 1am,164306.18
2023,24-Apr 2am,160726.95
2023,24-Apr 3am,158514.13
2023,24-Apr 4am,158469.96
2023,24-Apr 5am,162478.37
2023,24-Apr 6am,169177.27
2023,24-Apr 7am,172153.31
2023,24-Apr 8am,175514.08
2023,24-Apr 9am,183166.33
2023,24-Apr 10am,188252.08
2023,24-Apr 11am,189392.85
2023,24-Apr 12pm,188369.28
2023,24-Apr 1pm,184070.96
2023,24-Apr 2pm,185270.14
2023,24-Apr 3pm,186945.27
2023,24-Apr 4pm,182768.78
2023,24-Apr 5pm,176555.78
2023,24-Apr 6pm,175990.36
2023,24-Apr 7pm,185323.21
2023,24-Apr 8pm,183009.02
2023,24-Apr 9pm,180750.11
2023,24-Apr 10pm,182355.46
2023,24-Apr 11pm,181703.61
2023,25-Apr 12am,176495.98
2023,25-Apr 1am,171638.87
2023,25-Apr 2am,167044.45
2023,25-Apr 3am,164662.48
2023,25-Apr 4am,164089.49
2023,25-Apr 5am,168308.76
2023,25-Apr 6am,173386.77
2023,25-Apr 7am,176512.78
2023,25-Apr 8am,180329.81
2023,25-Apr 9am,187248.08
2023,25-Apr 10am,190825.33
2023,25-Apr 11am,191965.22
2023,25-Apr 12pm,191241.14
2023,25-Apr 1pm,188165.67
2023,25-Apr 2pm,190361.79
2023,25-Apr 3pm,191241.92
2023,25-Apr 4pm,186204
2023,25-Apr 5pm,179186.1
2023,25-Apr 6pm,177331.26
2023,25-Apr 7pm,187081.37
2023,25-Apr 8pm,186185.25
2023,25-Apr 9pm,184607.17
2023,25-Apr 10pm,187347.58
2023,25-Apr 11pm,185695.82
2023,26-Apr 12am,180092.91
2023,26-Apr 1am,175165.17
2023,26-Apr 2am,170973.89
2023,26-Apr 3am,167988.74
2023,26-Apr 4am,166863.99
2023,26-Apr 5am,169807.75
2023,26-Apr 6am,174252.34
2023,26-Apr 7am,176460.25
2023,26-Apr 8am,180019.17
2023,26-Apr 9am,186716.88
2023,26-Apr 10am,190366.08
2023,26-Apr 11am,191887.16
2023,26-Apr 12pm,192582.25
2023,26-Apr 1pm,190046.84
2023,26-Apr 2pm,191597.02
2023,26-Apr 3pm,193096.35
2023,26-Apr 4pm,187553.03
2023,26-Apr 5pm,179898.91
2023,26-Apr 6pm,177479.82
2023,26-Apr 7pm,187845.06
2023,26-Apr 8pm,187168.13
2023,26-Apr 9pm,185939.18
2023,26-Apr 10pm,187885.94
2023,26-Apr 11pm,186316.17
2023,27-Apr 12am,180725.1
2023,27-Apr 1am,175632.09
2023,27-Apr 2am,171501.25
2023,27-Apr 3am,168864.88
2023,27-Apr 4am,167876.52
2023,27-Apr 5am,170820.69
2023,27-Apr 6am,174091.31
2023,27-Apr 7am,174978.78
2023,27-Apr 8am,176902.66
2023,27-Apr 9am,185826.58
2023,27-Apr 10am,190432.94
2023,27-Apr 11am,192791.16
2023,27-Apr 12pm,193250.59
2023,27-Apr 1pm,190553.04
2023,27-Apr 2pm,192532.61
2023,27-Apr 3pm,193549.83
2023,27-Apr 4pm,183588.52
2023,27-Apr 5pm,174665.59
2023,27-Apr 6pm,172397.32
2023,27-Apr 7pm,180545.2
2023,27-Apr 8pm,178736.96
2023,27-Apr 9pm,177381.46
2023,27-Apr 10pm,179695.82
2023,27-Apr 11pm,177688.6
2023,28-Apr 12am,173035.16
2023,28-Apr 1am,168332.68
2023,28-Apr 2am,164333.74
2023,28-Apr 3am,161574.56
2023,28-Apr 4am,161081.26
2023,28-Apr 5am,163854.94
2023,28-Apr 6am,165388.07
2023,28-Apr 7am,165472.72
2023,28-Apr 8am,167319.65
2023,28-Apr 9am,179352.97
2023,28-Apr 10am,186528.38
2023,28-Apr 11am,188234.81
2023,28-Apr 12pm,188485.04
2023,28-Apr 1pm,184799.56
2023,28-Apr 2pm,185764.47
2023,28-Apr 3pm,184661.7
2023,28-Apr 4pm,179269.18
2023,28-Apr 5pm,174671.24
2023,28-Apr 6pm,175282.83
2023,28-Apr 7pm,187424.54
2023,28-Apr 8pm,186133.75
2023,28-Apr 9pm,185277.56
2023,28-Apr 10pm,187139.32
2023,28-Apr 11pm,184177.36
2023,29-Apr 12am,178608.27
2023,29-Apr 1am,173313.94
2023,29-Apr 2am,168346.67
2023,29-Apr 3am,165265.55
2023,29-Apr 4am,164341.14
2023,29-Apr 5am,166457.19
2023,29-Apr 6am,168855.78
2023,29-Apr 7am,170787.12
2023,29-Apr 8am,173626.43
2023,29-Apr 9am,181099.51
2023,29-Apr 10am,184551.18
2023,29-Apr 11am,186604.4
2023,29-Apr 12pm,185715.5
2023,29-Apr 1pm,181214.36
2023,29-Apr 2pm,180866.93
2023,29-Apr 3pm,180112.55
2023,29-Apr 4pm,174219.6
2023,29-Apr 5pm,169327.69
2023,29-Apr 6pm,169580.86
2023,29-Apr 7pm,179252.16
2023,29-Apr 8pm,178259.95
2023,29-Apr 9pm,176600.36
2023,29-Apr 10pm,176480.44
2023,29-Apr 11pm,174073.36
2023,30-Apr 12am,169168.06
2023,30-Apr 1am,164187.24
2023,30-Apr 2am,160266.53
2023,30-Apr 3am,157747.58
2023,30-Apr 4am,155602.57
2023,30-Apr 5am,156786
2023,30-Apr 6am,157700.67
2023,30-Apr 7am,158373.44
2023,30-Apr 8am,160074.73
2023,30-Apr 9am,163980.58
2023,30-Apr 10am,167958.48
2023,30-Apr 11am,169285.26
2023,30-Apr 12pm,167046.6
2023,30-Apr 1pm,161143.12
2023,30-Apr 2pm,156888.95
2023,30-Apr 3pm,154366.89
2023,30-Apr 4pm,149808.65
2023,30-Apr 5pm,146415.15
2023,30-Apr 6pm,148630.54
2023,30-Apr 7pm,159246.28
2023,30-Apr 8pm,159287.99
2023,30-Apr 9pm,156986.99
2023,30-Apr 10pm,157163.07
2023,30-Apr 11pm,154634.95
2023,01-May 12am,150741.64
2023,01-May 1am,146174.69
2023,01-May 2am,142930.49
2023,01-May 3am,140698.49
2023,01-May 4am,140172.41
2023,01-May 5am,143075.26
2023,01-May 6am,146218.61
2023,01-May 7am,147187.92
2023,01-May 8am,149778.84
2023,01-May 9am,155225.14
2023,01-May 10am,156879.32
2023,01-May 11am,156474.66
2023,01-May 12pm,155231.46
2023,01-May 1pm,151216.86
2023,01-May 2pm,149102.04
2023,01-May 3pm,148418.54
2023,01-May 4pm,145450.79
2023,01-May 5pm,143085.3
2023,01-May 6pm,146314.23
2023,01-May 7pm,156606.31
2023,01-May 8pm,154430.18
2023,01-May 9pm,150645.36
2023,01-May 10pm,148794.06
2023,01-May 11pm,145842
2023,02-May 12am,141796.63
2023,02-May 1am,138155.74
2023,02-May 2am,135078.48
2023,02-May 3am,133733.38
2023,02-May 4am,134019.45
2023,02-May 5am,139234.1
2023,02-May 6am,145583.15
2023,02-May 7am,148919.56
2023,02-May 8am,152770.78
2023,02-May 9am,158706.48
2023,02-May 10am,161365.37
2023,02-May 11am,164753.36
2023,02-May 12pm,165323.09
2023,02-May 1pm,161182.81
2023,02-May 2pm,162488.86
2023,02-May 3pm,162623.19
2023,02-May 4pm,160174.07
2023,02-May 5pm,158420.08
2023,02-May 6pm,160940.21
2023,02-May 7pm,170156.13
