t,s,Solar,Storage injection,Storage generation,storage_status,unmet,surplus,lower_fcas,up_fcas,lower_fcas_stor,up_fcas_stor,Load,dual_demand,emission
50,Avg,0.0,0.0,0.6349215176391662,3.6075401595307146,0.0,0.0,0.0,0.0,11.937316141530099,0.0,0.5714293658752495,-0.0,0.0
51,Avg,0.0,0.0,0.6199235613766508,2.9876165981540637,0.0,0.0,0.0,0.0,11.937316141530099,0.0,0.5579312052389858,-0.0,0.0
52,Avg,0.0,0.0,0.6194974891910632,2.3681191089630005,0.0,0.0,0.0,0.0,11.937316141530099,0.0,0.5575477402719569,-0.0,0.0
53,Avg,0.0,0.0,0.6369559163631442,1.7311631925998563,0.0,0.0,0.0,0.0,11.937316141530099,0.0,0.5732603247268298,-0.0,0.0
54,Avg,0.0,0.0,0.6877598987084765,1.0434032938913798,0.0,0.0,0.0,0.0,11.937316141530099,0.0,0.6189839088376289,-0.0,0.0
55,Avg,0.22231242687172173,0.0,0.5105860256021038,0.5328172682892759,0.0,0.0,0.0,0.0,11.937316141530099,0.022231242687172175,0.6818398499136151,-0.0,0.0
56,Avg,0.7533283027605475,0.0,0.0,0.5328172682892759,0.0,0.0,0.0,0.0,11.937316141530099,0.07533283027605475,0.7533283027605475,-0.0,0.0
57,Avg,2.1092901987718267,1.3145348299989772,0.0,1.847352098288253,0.0,0.0,0.0,0.0,11.937316141530099,0.21092901987718268,0.7947553687728494,-0.0,0.0
58,Avg,0.0,0.0,0.9236760491441265,0.9236760491441265,0.0,0.0,0.0,0.0,11.937316141530099,0.0,0.8313084442297138,-0.0,0.0
59,Avg,2.538754436298367,3.610160697914429,2.1399806517143594,2.393856095344196,0.0,0.0,0.0,0.0,11.937316141530099,0.2538754436298367,0.8545763249268618,-0.0,0.0
60,Avg,5.166448170320949,4.316836414907899,0.0,6.710692510252095,0.0,0.0,0.0,0.0,11.937316141530099,0.516644817032095,0.8496117554130511,-0.0,0.0
61,Avg,0.0,3.9630860942348725,5.336889302243484,5.336889302243484,0.0,0.0,0.0,0.0,11.937316141530099,0.0,0.8401142777842634,-0.0,0.0
62,Avg,4.703297281004862,3.885944821383803,0.0,9.222834123627287,0.0,0.0,0.0,0.0,11.937316141530099,0.47032972810048623,0.817352459621059,-0.0,0.0
63,Avg,0.0,0.0,0.8978151245823696,8.325018999044918,0.0,0.0,0.0,0.0,11.937316141530099,0.0,0.8080336121241326,-0.0,0.0
64,Avg,2.577434699044024,1.7806465277965406,0.0,10.105665526841458,0.0,0.0,0.0,0.0,11.937316141530099,0.2577434699044024,0.7967881712474832,-0.0,0.0
65,Avg,1.1694559955231194,0.3891476757025517,0.0,10.494813202544009,0.0,0.0,0.0,0.0,11.937316141530099,0.11694559955231194,0.7803083198205677,-0.0,0.0
66,Avg,0.0,0.0,0.8567369350139227,9.638076267530087,0.0,0.0,0.0,0.0,11.937316141530099,0.0,0.7710632415125304,-0.0,0.0
67,Avg,0.0,0.0,0.8631535297007445,8.774922737829343,0.0,0.0,0.0,0.0,11.937316141530099,0.0,0.77683817673067,-0.0,0.0
68,Avg,0.0,0.0,0.8524494373625977,7.922473300466745,0.0,0.0,0.0,0.0,11.937316141530099,0.0,0.7672044936263379,-0.0,0.0
69,Avg,0.0,0.0,0.8101213986010948,7.11235190186565,0.0,0.0,0.0,0.0,11.937316141530099,0.0,0.7291092587409853,-0.0,0.0
70,Avg,0.0,0.0,0.7697137741895965,6.342638127676054,0.0,0.0,0.0,0.0,11.937316141530099,0.0,0.6927423967706369,-0.0,0.0
71,Avg,0.0,0.0,0.7295024275933223,5.613135700082731,0.0,0.0,0.0,0.0,11.937316141530099,0.0,0.65655218483399,-0.0,0.0
72,Avg,0.0,0.0,0.6935902813561733,4.919545418726558,0.0,0.0,0.0,0.0,11.937316141530099,0.0,0.624231253220556,-0.0,0.0
