t,s,Coal,Solar,Wind,Storage injection,Storage generation,unmet,surplus,Load
1573,Avg,0.4840900293295258,0.26870949479450584,0.03801726089001249,0.0,0.0,0.0,0.0,0.7908167850140441
1574,Avg,0.47289350136544234,0.2493834379191818,0.05529783396148597,0.0,0.0,0.0,0.0,0.7775747732461101
1575,Avg,0.47299644280582165,0.21459653554359848,0.07196850489913911,0.0,0.0,0.0,0.0,0.7595614832485592
1576,Avg,0.5038314184917461,0.1640395707577507,0.08680946777569562,0.0,0.0,0.0,0.0,0.7546804570251924
1577,Avg,0.5532741586623987,0.09013672926651146,0.1022603331179996,0.0,0.0,0.0,0.0,0.7456712210469099
1578,Avg,0.5499750414348958,0.012214067945204814,0.15267894635772455,0.0,0.0,0.0,0.0,0.7148680557378252
1579,Avg,0.44057002081619223,0.0,0.26571422513946774,0.0,0.0,0.0,0.0,0.70628424595566
1580,Avg,0.38846636847090477,0.0,0.3273143861293373,0.0,0.0,0.0,0.0,0.715780754600242
1581,Avg,0.3392813541245171,0.0,0.3425619504284406,0.0,0.0,0.0,0.0,0.6818433045529577
1582,Avg,0.293044738537121,0.0,0.37651319443756737,0.0,0.0,0.0,0.0,0.6695579329746884
1583,Avg,0.25954120055371793,0.0,0.40944793356261816,0.0,5.552334526731477e-05,0.0,0.0,0.6690391051270766
1584,Avg,0.26470981564456103,0.0,0.4045687128408572,0.0,0.0,0.0,0.0,0.6692785284854182
1585,Avg,0.27934461257149085,0.0,0.3785462028780103,0.0,0.0,0.0,0.0,0.6578908154495011
1586,Avg,0.29163337033726905,0.0,0.3515071883630147,0.0,0.0,0.0,0.0,0.6431405587002837
1587,Avg,0.30074865140728807,0.0,0.3307705005444757,0.0,0.0,0.0,0.0,0.6315191519517638
1588,Avg,0.3067325923307327,0.0,0.32040215630327906,0.0,2.7761672633657385e-05,0.0,0.0,0.6271597341393821
1589,Avg,0.3186502693124242,0.0,0.31288002467532766,0.0,1.3880836316828692e-05,0.0,0.0,0.631542786740437
1590,Avg,0.34341799672099366,0.0,0.30515459200417566,0.0,6.940418158414346e-06,0.0,0.0,0.6485788351015119
1591,Avg,0.3819762344477272,0.03927054757065851,0.2567689872048937,0.0,3.470209079207173e-06,0.0,0.0,0.6780188924114507
1592,Avg,0.4706931968311139,0.14007526023234887,0.10022732434562955,0.0,1.7351045396035865e-06,0.0,0.0,0.7109973430031779
1593,Avg,0.39870446229390866,0.22928433876884477,0.09921082012540808,0.0,8.675522698017933e-07,0.0,0.0,0.7272004019852043
1594,Avg,0.32606609783038404,0.28741711784981955,0.13153565711663862,0.0,4.3377613490089663e-07,0.0,0.0,0.7450192631953636
1595,Avg,0.3084551998475875,0.32019411031036915,0.13092575431896405,0.0,2.1688806745044832e-07,0.0,0.0,0.7595752596761814
1596,Avg,0.29163884771923293,0.33457269662561034,0.13458516977730306,0.0,1.0844403372522416e-07,0.0,0.0,0.7607968117217767
1597,Avg,0.2908379779424658,0.3271514907854859,0.13905778874459007,0.0,5.422201686261208e-08,0.0,0.0,0.757047306272357
1598,Avg,0.2970973580491329,0.30241413798507105,0.1433271070006036,0.0,2.711100843130604e-08,0.0,0.0,0.7428386274347151
1599,Avg,0.3279144723899535,0.2558769930292907,0.1502393361628076,0.0,1.355550421565302e-08,0.0,0.0,0.7340308137820056
1600,Avg,0.37869741046214755,0.1825925853580618,0.16040437902887653,0.0,6.77775210782651e-09,0.0,0.0,0.7216943809490627
1601,Avg,0.4399651791379137,0.08611690943644407,0.1738222359307376,0.0,3.388876053913255e-09,0.0,0.0,0.6999043275550839
1602,Avg,0.45110870384428947,0.011595634125194444,0.2041140644815252,0.0,1.6944380269566275e-09,0.0,0.0,0.6668184039760033
1603,Avg,0.36072500191618606,0.0,0.2909235322572208,0.0,8.472190134783137e-10,0.0,0.0,0.6516485349359039
1604,Avg,0.27733815366174713,0.0,0.38810134327833173,0.0,4.2360950673915687e-10,0.0,0.0,0.6654394973213275
1605,Avg,0.25879022918312267,0.0,0.3952754708961792,0.028427952353255653,0.014213976388432581,0.0,0.0,0.6384303264756355
1606,Avg,0.25879022918312267,0.0,0.3621195743262966,0.0,0.0071069881942162905,0.0,0.0,0.6273060928842139
1607,Avg,0.25879022918312267,0.0,0.36008453022612197,0.0,0.0035534940971081452,0.0,0.0,0.622072904096642
1608,Avg,0.25879022918312267,0.0,0.36850429098714255,0.010660482291324436,0.0,0.0,0.0,0.6166340378789408
1609,Avg,0.25879022918312267,0.0,0.3420553239326889,0.0,0.0071069881942162905,0.0,0.0,0.6072418424906062
1610,Avg,0.25879022918312267,0.0,0.34296867397455644,0.0071069881942162905,0.0,0.0,0.0,0.5946519149634628
1611,Avg,0.25879022918312267,0.0,0.32827121119841784,0.0,0.0,0.0,0.0,0.5870614403815405
1612,Avg,0.25879022918312267,0.0,0.3261625751772388,0.0,0.0,0.0,0.0,0.5849528043603615
1613,Avg,0.2656272118899251,0.0,0.3189790506605107,0.0,0.0071069881942162905,0.0,0.0,0.5910025519252304
1614,Avg,0.31528300872021175,0.0,0.2996654688166672,0.0,0.0035534940971081452,0.0,0.0,0.6181466222242763
1615,Avg,0.3716741574476898,0.038497505295645544,0.25209306752633315,0.0,0.0017767470485540726,0.0,0.0,0.6638638026133672
1616,Avg,0.4385111810824005,0.12878884301715962,0.14556341615232005,0.0,0.0008883735242770363,0.0,0.0,0.7136629764237296
1617,Avg,0.3057969762019291,0.22371843438875144,0.21387250559312015,0.0,0.00044418676213851815,0.0,0.0,0.7437876842697253
1618,Avg,0.25879022918312267,0.2891178108548481,0.2354223969206072,0.005782963789223966,0.0,0.0,0.0,0.777547473169354
1619,Avg,0.27426460466794006,0.31601968202529923,0.20696027643091616,0.0,0.003113575275681242,0.0,0.0,0.8000467808722685
1620,Avg,0.27743538828186864,0.33519113044562066,0.18845989809602062,0.0,0.001556787637840621,0.0,0.0,0.8024875256975664
1621,Avg,0.2842173722894034,0.3237501047754288,0.18032786367039466,0.0,0.0007783938189203105,0.0,0.0,0.7889958951722552
1622,Avg,0.28729765391786755,0.3028779633500789,0.17768495243227714,0.0,0.00038919690946015526,0.0,0.0,0.7682108469187376
1623,Avg,0.3338005227811156,0.2558769930292907,0.17463543943968562,0.0,0.00019459845473007763,0.0,0.0,0.764488093859349
1624,Avg,0.41635327653159193,0.1748621626079322,0.17260243099924266,0.0,9.729922736503882e-05,0.0,0.0,0.7639054394433953
1625,Avg,0.4789186618415555,0.09029133772151407,0.17768495243227714,0.0,4.864961368251941e-05,0.0,0.0,0.746938736647661
1626,Avg,0.5018592098663824,0.012368676400207404,0.20594377221069468,0.0,2.4324806841259704e-05,0.0,0.0,0.7201935508034417
1627,Avg,0.43352782488455915,0.0,0.2785221795755813,0.0,1.2162403420629852e-05,0.0,0.0,0.7120609506232191
1628,Avg,0.4100256043166102,0.0,0.3269077843748633,0.0,6.081201710314926e-06,0.0,0.0,0.7369388617730128
1629,Avg,0.3443222498897455,0.0,0.3626887361131594,0.0,3.040600855157463e-06,0.0,0.0,0.7070137225436746
1630,Avg,0.296139602975597,0.0,0.3952168734837363,0.0,1.5203004275787315e-06,0.0,0.0,0.6913578447297181
1631,Avg,0.25879022918312267,0.0,0.4324296406216316,0.0,0.0,0.0,0.0,0.6912198698047542
1632,Avg,0.25879022918312267,0.0,0.44217853415999986,0.014212456088005003,0.0,0.0,0.0,0.6867563072551175
1633,Avg,0.2675373566046252,0.0,0.40192580193466676,0.0,0.0071069881942162905,0.0,0.0,0.6758594479140866
1634,Avg,0.30304728553354027,0.0,0.3578095150594712,0.0,0.0035534940971081452,0.0,0.0,0.6640549452804088
1635,Avg,0.3132588819727245,0.0,0.3403256412767243,0.0,0.0,0.0,0.0,0.6535845232494488
1636,Avg,0.30964277678213303,0.0,0.33849593321562765,0.0,0.0017767470485540726,0.0,0.0,0.6497377823414594
1637,Avg,0.31152287212723057,0.0,0.3456114637529594,0.0,0.0008883735242770363,0.0,0.0,0.6579338720520393
1638,Avg,0.33093423456490817,0.0,0.3525236925832362,0.0,0.0,0.0,0.0,0.6834579271481444
1639,Avg,0.35883418792053645,0.04174428285069998,0.31999555488073217,0.0,0.00044418676213851815,0.0,0.0,0.7209737937378933
1640,Avg,0.4377147641585465,0.13976604332234369,0.18398727912873364,0.0,0.00022209338106925908,0.0,0.0,0.7616679706525861
1641,Avg,0.36553766553093214,0.2268106034888033,0.1868334910781246,0.0,0.00011104669053462954,0.0,0.0,0.7792817021193412
1642,Avg,0.3319493166725761,0.2875717263048222,0.1943556230380032,0.0,5.552334526731477e-05,0.0,0.0,0.813926637026142
1643,Avg,0.32145382739847067,0.3243685385954392,0.18906980056176814,0.0,2.7761672633657385e-05,0.0,0.0,0.8349171520610483
1644,Avg,0.30736988530278425,0.33967477564069587,0.19110280933413817,0.0,1.3880836316828692e-05,0.0,0.0,0.8381599630303034
1645,Avg,0.3012213810165034,0.33117131061555327,0.1929325167313806,0.0,6.940418158414346e-06,0.0,0.0,0.8253314547397799
1646,Avg,0.2981269190987997,0.3030325718050814,0.1941523219948026,0.0,3.470209079207173e-06,0.0,0.0,0.795314936086855
1647,Avg,0.3416379333991676,0.2555677761192855,0.19028960549326301,0.0,1.7351045396035865e-06,0.0,0.0,0.7874968766058017
1648,Avg,0.4127923457550693,0.19001379119818626,0.18500378334895512,0.0,8.675522698017933e-07,0.0,0.0,0.7878107010992536
1649,Avg,0.4933433923069589,0.09384733218657369,0.18561368614662968,0.0,4.3377613490089663e-07,0.0,0.0,0.7728048010386837
1650,Avg,0.5313102418726462,0.012677893310212589,0.2045206662359992,0.0,2.1688806745044832e-07,0.0,0.0,0.7485089966181188
1651,Avg,0.49288289647839434,0.0,0.24741714751584562,0.0,1.0844403372522416e-07,0.0,0.0,0.7403001415938704
1652,Avg,0.4801184078483302,0.0,0.27831887853238074,0.0,5.422201686261208e-08,0.0,0.0,0.7584373351805261
1653,Avg,0.40542334651254996,0.0,0.3187757499492373,0.0,2.711100843130604e-08,0.0,0.0,0.7241991208616948
1654,Avg,0.3033419276008179,0.0,0.40294230615488824,0.0,1.355550421565302e-08,0.0,0.0,0.70628424595566
1655,Avg,0.25879022918312267,0.0,0.4449141173893295,0.0,0.0,0.0,0.0,0.7037043465724522
1656,Avg,0.25879022918312267,0.0,0.45797027048550853,0.014213962832928365,0.0,0.0,0.0,0.7025465368357028
1657,Avg,0.27184902203348654,0.0,0.4120908448007357,0.0,0.0071069881942162905,0.0,0.0,0.6903361562090169
1658,Avg,0.3091318407260241,0.0,0.36939766423216275,0.0,0.0,0.0,0.0,0.6785295049581869
1659,Avg,0.32633420497361076,0.0,0.3409355437424718,0.0,0.0035534940971081452,0.0,0.0,0.6704678934034799
1660,Avg,0.33057160246700606,0.0,0.33544642055496326,0.0,0.0,0.0,0.0,0.6660180230219693
1661,Avg,0.33260726602841356,0.0,0.3413421454969458,0.0,0.0,0.0,0.0,0.6739494115253594
1662,Avg,0.35266937683880495,0.0,0.3454081627097588,0.0,0.0,0.0,0.0,0.6980775395485638
1663,Avg,0.38427839677489006,0.04267193358071555,0.30251168076605817,0.0,0.0,0.0,0.0,0.7294620111216638
1664,Avg,0.43637581888129273,0.14177595323737738,0.18134436789061614,0.0,0.0,0.0,0.0,0.7594961400092862
1665,Avg,0.35064731470563726,0.22835668803882922,0.20045464869125906,0.0,0.0017767470485540726,0.0,0.0,0.7810577237794243
1666,Avg,0.32842366145007496,0.2895816362198559,0.1913061097134845,0.0,0.0,0.0,0.0,0.8093114073834153
1667,Avg,0.3163069781769741,0.32668766542047806,0.18093776646806925,0.0,0.0,0.0,0.0,0.8239324100655214
1668,Avg,0.30669751760612646,0.3367372149956466,0.18439388088320766,0.0,0.0008883735242770363,0.0,0.0,0.8286281496568301
1669,Avg,0.30764916903327877,0.32251323713540814,0.1900863051139167,0.0,0.0,0.0,0.0,0.8202487112826036
1670,Avg,0.32166329328839127,0.2843249487497677,0.19516882621502407,0.0,0.0,0.0,0.0,0.8011570682531831
1671,Avg,0.36563352587099807,0.23917927988901067,0.19943814480296473,0.0,0.0,0.0,0.0,0.8042509505629735
1672,Avg,0.42096119701769136,0.17980963316801513,0.20431736486087154,0.0,0.0,0.0,0.0,0.805088195046578
1673,Avg,0.4900562040897798,0.08828142780648034,0.21183949715267722,0.0,0.0,0.0,0.0,0.7901771290489373
1674,Avg,0.49405044742579635,0.012523284855209997,0.24050491835364166,0.0,0.00044418676213851815,0.0,0.0,0.7474784187205726
1675,Avg,0.466685867775479,0.0,0.28421460347436317,0.0,0.00022209338106925908,0.0,0.0,0.7511003552928045
1676,Avg,0.4610475712346993,0.0,0.3114569187006322,0.0,0.00011104669053462954,0.0,0.0,0.7726044319568126
1677,Avg,0.3896965756829777,0.0,0.34540816237783173,0.0,5.552334526731477e-05,0.0,0.0,0.73515470907155
1678,Avg,0.3477648560761216,0.0,0.37183727475900685,0.0,2.7761672633657385e-05,0.0,0.0,0.7196271163404988
1679,Avg,0.33435337588965264,0.0,0.3856617330834148,0.0,1.3880836316828692e-05,0.0,0.0,0.7200276017257525
1680,Avg,0.3480049600130621,0.0,0.3710240712500588,0.0,6.940418158414346e-06,0.0,0.0,0.7190352776394635
1681,Avg,0.38066277423241013,0.0,0.32507807664569377,0.0,3.470209079207173e-06,0.0,0.0,0.7057439740662752
1682,Avg,0.4009024107691232,0.0,0.2933631421202107,0.0,1.7351045396035865e-06,0.0,0.0,0.6942671144834195
1683,Avg,0.3977763009223642,0.0,0.2842146038062903,0.0,8.675522698017933e-07,0.0,0.0,0.6819916855256973
1684,Avg,0.37597534670662647,0.0,0.2990555663509197,0.0,4.3377613490089663e-07,0.0,0.0,0.6750313034560675
1685,Avg,0.35950384837378807,0.0,0.3226384664507768,0.0,2.1688806745044832e-07,0.0,0.0,0.6821425100238256
1686,Avg,0.3687380421340739,0.0,0.3287374921040328,0.0,1.0844403372522416e-07,0.0,0.0,0.6974756318377371
1687,Avg,0.39873543004725615,0.042981150490720724,0.2756759672942632,0.0,5.422201686261208e-08,0.0,0.0,0.7173925966320552
1688,Avg,0.41511277951572356,0.14223977860238515,0.18398727912873364,0.0,2.711100843130604e-08,0.0,0.0,0.7413398616467499
1689,Avg,0.30546012742170237,0.2271198203988085,0.22464745092493654,0.0,1.355550421565302e-08,0.0,0.0,0.7572274109454012
1690,Avg,0.2649917165781954,0.2838611233847599,0.23277948535056253,0.0,6.77775210782651e-09,0.0,0.0,0.7816323314134948
1691,Avg,0.25879022918312267,0.3171019412103174,0.22698080036931528,0.0,0.0,0.0,0.0,0.8028729707627553
1692,Avg,0.25879022918312267,0.32746070769549107,0.21931610183465922,0.0,3.388876053913255e-09,0.0,0.0,0.8055670417632614
1693,Avg,0.25879022918312267,0.31833880885033805,0.21973841987491594,0.0,1.6944380269566275e-09,0.0,0.0,0.7968674594333709
1694,Avg,0.25879022918312267,0.29066389540487403,0.24118469187824976,0.014213974693994554,0.0,0.0,0.0,0.7764248417722519
1695,Avg,0.25879022918312267,0.2207961889443853,0.2864509129580067,0.0,0.0,0.0,0.0,0.7660373310855146
1696,Avg,0.27917049674239836,0.18352023608807735,0.2915334343910412,0.0,0.0071069881942162905,0.0,0.0,0.7606204565963115
1697,Avg,0.34140358830510953,0.09523880828159702,0.30230838005478466,0.0,0.0035534940971081452,0.0,0.0,0.7421489213288885
1698,Avg,0.3629830720634301,0.01267789331021259,0.3334134117825932,0.0,0.0017767470485540726,0.0,0.0,0.7106734494999346
1699,Avg,0.32364584515272127,0.0,0.38484852957446675,0.0,0.0008883735242770363,0.0,0.0,0.7092939108990374
1700,Avg,0.3040429466418176,0.0,0.42977801995861037,0.0,0.00044418676213851815,0.0,0.0,0.7342207346863526
1701,Avg,0.25879022918312267,0.0,0.4495411649731986,0.0,0.00022209338106925908,0.0,0.0,0.7085312781992836
1702,Avg,0.25879022918312267,0.0,0.4401071552630883,0.0,0.0,0.0,0.0,0.698897384446211
1703,Avg,0.25879022918312267,0.0,0.4612670778683703,0.013991883007363322,0.0,0.0,0.0,0.7060654240441296
1704,Avg,0.25879022918312267,0.0,0.4450255845896409,0.0,0.00047780716863077277,0.0,0.0,0.7042458402245313
