t,s,Solar,Wind,Storage injection,Storage generation,storage_status,unmet,surplus,lower_fcas,up_fcas,lower_fcas_stor,up_fcas_stor,Load,dual_demand,emission
1098,Avg,0.0,0.115720074519973,0.0,0.7162812473165043,4.188158546562911,0.0,0.0,0.0,0.0,6.331341242238595,0.011572007451997301,0.7603731971048269,-0.0,0.0
1099,Avg,0.0,0.25119723480514927,0.0,0.5608816661278844,3.6272768804350264,0.0,0.0,0.0,0.0,6.331341242238595,0.02511972348051493,0.7559907343202452,-0.0,0.0
1100,Avg,0.0,0.39191606969644305,0.0,0.3972821183059921,3.229994762129034,0.0,0.0,0.0,0.0,6.331341242238595,0.039191606969644306,0.7494699761718359,-0.0,0.0
1101,Avg,0.0,0.5084425552891666,0.0,0.2327746448680118,2.997220117261022,0.0,0.0,0.0,0.0,6.331341242238595,0.050844255528916665,0.7179397356703772,-0.0,0.0
1102,Avg,0.0,0.6165017186932216,2.256049862252336,2.595809903822018,2.6574600756913402,0.0,0.0,0.0,0.0,6.331341242238595,0.06165017186932216,0.6966807698807016,-0.0,0.0
1103,Avg,0.0,0.6459357452311486,0.0,0.03965485484055564,2.6178052208507845,0.0,0.0,0.0,0.0,6.331341242238595,0.06459357452311486,0.6816251145876486,-0.0,0.0
1104,Avg,0.0,0.5237643775210028,0.0,0.1704936863390124,2.447311534511772,0.0,0.0,0.0,0.0,6.331341242238595,0.05237643775210028,0.6772086952261139,-0.0,0.0
1105,Avg,0.0,0.0,0.0,0.736749774101461,1.7105617604103112,0.0,0.0,0.0,0.0,6.331341242238595,0.0,0.6630747966913149,-0.0,0.0
1106,Avg,0.0,0.547956726819573,0.0,0.11310162396629153,1.5974601364440195,0.0,0.0,0.0,0.0,6.331341242238595,0.0547956726819573,0.6497481883892353,-0.0,0.0
1107,Avg,0.0,0.5846484582787331,0.0,0.06118662557395216,1.5362735108700674,0.0,0.0,0.0,0.0,6.331341242238595,0.05846484582787331,0.63971642129529,-0.0,0.0
1108,Avg,0.0,0.5834388410112976,0.0,0.05835591440102872,1.4779175964690388,0.0,0.0,0.0,0.0,6.331341242238595,0.05834388410112976,0.6359591639722235,-0.0,0.0
1109,Avg,0.0,0.5761811347734449,1.035817740531751,1.2280586117617227,1.2856767252390673,0.0,0.0,0.0,0.0,6.331341242238595,0.057618113477344496,0.6456161448272443,-0.0,0.0
1110,Avg,0.0,0.5604561076635433,0.797957915044215,1.0137945147584642,1.0698401255248184,0.0,0.0,0.0,0.0,6.331341242238595,0.05604561076635433,0.6749132559019458,-0.0,0.0
1111,Avg,0.0,0.4729604417557519,0.0,0.27209070795397183,0.7977494175708466,0.0,0.0,0.0,0.0,6.331341242238595,0.047296044175575196,0.7178420789143265,-0.0,0.0
1112,Avg,0.8656910459182734,0.0,0.0951955027611282,0.0,0.8929449203319748,0.0,0.0,0.0,0.0,6.331341242238595,0.08656910459182734,0.7704955431571452,-0.0,0.0
1113,Avg,1.3498621249595213,0.0,0.5465877840868028,0.0,1.4395327044187776,0.0,0.0,0.0,0.0,6.331341242238595,0.13498621249595213,0.8032743408727185,-0.0,0.0
1114,Avg,1.683478239493243,0.0,2.579524181311834,1.9253545308906441,2.0937023548399685,0.0,0.0,0.0,0.0,6.331341242238595,0.16834782394932432,0.8367731359829883,-0.0,0.0
1115,Avg,1.8870696119522836,0.0,3.434753085681586,2.669874239663163,2.8585812008583917,0.0,0.0,0.0,0.0,6.331341242238595,0.18870696119522837,0.8552033419675443,-0.0,0.0
1116,Avg,1.9700459276183628,0.0,4.2007087129159695,3.4311426605062625,3.6281472532680987,0.0,0.0,0.0,0.0,6.331341242238595,0.1970045927618363,0.8573656091580297,-0.0,0.0
1117,Avg,1.9332626124261836,0.0,4.7941260114772115,4.1144735017513465,4.307799762993965,0.0,0.0,0.0,0.0,6.331341242238595,0.19332626124261837,0.8421627525251834,-0.0,0.0
1118,Avg,1.764743703289919,0.0,0.948534223734285,0.0,5.25633398672825,0.0,0.0,0.0,0.0,6.331341242238595,0.1764743703289919,0.8162094795556339,-0.0,0.0
1119,Avg,0.8118586983416088,0.0,0.0,0.0,5.25633398672825,0.0,0.0,0.0,0.0,6.331341242238595,0.08118586983416089,0.8118586983416088,-0.0,0.0
1120,Avg,1.1069211595041955,0.0,0.3024712301410375,0.0,5.558805216869287,0.0,0.0,0.0,0.0,6.331341242238595,0.11069211595041956,0.804449929363158,-0.0,0.0
1121,Avg,0.5654365428379237,0.22902091253014545,4.499560948595156,4.989460209963818,5.068905955500625,0.0,0.0,0.0,0.0,6.331341242238595,0.07944574553680717,0.7854106957403496,-0.0,0.0
1122,Avg,0.0,0.3560307506266531,0.0,0.4530599388430482,4.615846016657577,0.0,0.0,0.0,0.0,6.331341242238595,0.035603075062665315,0.7637846955853964,-0.0,0.0
1123,Avg,0.0,0.55319840340062,0.0,0.2317791831605175,4.38406683349706,0.0,0.0,0.0,0.0,6.331341242238595,0.055319840340062,0.7617996682450857,-0.0,0.0
1124,Avg,0.0,0.0,0.0,0.8453045129531257,3.538762320543934,0.0,0.0,0.0,0.0,6.331341242238595,0.0,0.7607740616578131,-0.0,0.0
1125,Avg,0.0,0.6967396796797798,0.0,0.031121699225114097,3.50764062131882,0.0,0.0,0.0,0.0,6.331341242238595,0.06967396796797798,0.7247492089823825,-0.0,0.0
1126,Avg,0.0,0.8866496275325136,0.1877903705083156,0.0,3.6954309918271355,0.0,0.0,0.0,0.0,6.331341242238595,0.08866496275325136,0.698859257024198,-0.0,0.0
1127,Avg,0.0,0.6844882522672019,0.0,0.0,3.6954309918271355,0.0,0.0,0.0,0.0,6.331341242238595,0.06844882522672019,0.6844882522672019,-0.0,0.0
1128,Avg,0.0,1.0128530519230317,3.5502973945884038,3.572221540611618,3.6735068458039213,0.0,0.0,0.0,0.0,6.331341242238595,0.10128530519230317,0.677555043885084,-0.0,0.0
1129,Avg,0.0,0.8797951274893461,0.2123549726911701,0.0,3.8858618184950915,0.0,0.0,0.0,0.0,6.331341242238595,0.08797951274893462,0.667440154798176,-0.0,0.0
1130,Avg,0.0,0.0,0.0,0.7311027962904082,3.1547590222046833,0.0,0.0,0.0,0.0,6.331341242238595,0.0,0.6579925166613674,-0.0,0.0
1131,Avg,0.0,0.6612575654880554,0.008725991032383362,0.0,3.1634850132370667,0.0,0.0,0.0,0.0,6.331341242238595,0.06612575654880554,0.652531574455672,-0.0,0.0
1132,Avg,0.0,0.5947286039295223,0.0,0.05365587117589443,3.109829142061172,0.0,0.0,0.0,0.0,6.331341242238595,0.059472860392952236,0.6430188879878272,-0.0,0.0
1133,Avg,0.0,0.12116347675445538,0.0,0.5893464851992052,2.520482656861967,0.0,0.0,0.0,0.0,6.331341242238595,0.01211634767544554,0.6515753134337401,-0.0,0.0
1134,Avg,0.0,0.4818309707974154,0.0,0.22218649415729907,2.298296162704668,0.0,0.0,0.0,0.0,6.331341242238595,0.04818309707974154,0.6817988155389846,-0.0,0.0
1135,Avg,0.0,0.3290159599402168,1.135687859077401,1.7005412128940238,1.7334428088880456,0.0,0.0,0.0,0.0,6.331341242238595,0.03290159599402168,0.723815192467437,-0.0,0.0
1136,Avg,0.0,0.0,0.0,0.8667214044440228,0.8667214044440228,0.0,0.0,0.0,0.0,6.331341242238595,0.0,0.7800492639996205,-0.0,0.0
1137,Avg,1.3515729768289249,0.0,0.5416490450381666,0.0,1.4083704494821894,0.0,0.0,0.0,0.0,6.331341242238595,0.1351572976828925,0.8099239317907583,-0.0,0.0
1138,Avg,1.6988759063178767,0.0,0.8490194613279737,0.0,2.257389910810163,0.0,0.0,0.0,0.0,6.331341242238595,0.16988759063178768,0.849856444989903,-0.0,0.0
1139,Avg,1.8981901491034077,0.0,1.028886696659025,0.0,3.2862766074691883,0.0,0.0,0.0,0.0,6.331341242238595,0.18981901491034078,0.8693034524443827,-0.0,0.0
1140,Avg,0.8688342534400098,0.0,0.0,0.0,3.2862766074691883,0.0,0.0,0.0,0.0,6.331341242238595,0.08688342534400098,0.8688342534400098,-0.0,0.0
1141,Avg,1.923852927144463,0.0,1.0615120475166102,0.0,4.3477886549857985,0.0,0.0,0.0,0.0,6.331341242238595,0.19238529271444632,0.8623408796278528,-0.0,0.0
1142,Avg,1.76987625889813,0.0,0.9324871438684562,0.0,5.280275798854254,0.0,0.0,0.0,0.0,6.331341242238595,0.176987625889813,0.8373891150296738,-0.0,0.0
1143,Avg,0.8250310275062176,0.0,0.0,0.0,5.280275798854254,0.0,0.0,0.0,0.0,6.331341242238595,0.08250310275062177,0.8250310275062176,-0.0,0.0
1144,Avg,1.097511474222475,0.0,0.28026640332927333,0.0,5.560542202183528,0.0,0.0,0.0,0.0,6.331341242238595,0.10975114742224751,0.8172450708932016,-0.0,0.0
1145,Avg,0.5645811169032218,0.0,0.0,0.26114617671647233,5.299396025467055,0.0,0.0,0.0,0.0,6.331341242238595,0.05645811169032218,0.7996126759480469,-0.0,0.0
1146,Avg,0.0,0.0,0.0,0.846907503056759,4.452488522410296,0.0,0.0,0.0,0.0,6.331341242238595,0.0,0.762216752751083,-0.0,0.0
1147,Avg,0.0,0.6233562174197694,0.0,0.1470900714844703,4.305398450925826,0.0,0.0,0.0,0.0,6.331341242238595,0.062335621741976946,0.7557372817557927,-0.0,0.0
1148,Avg,0.0,0.0,0.0,0.843083900742632,3.462314550183194,0.0,0.0,0.0,0.0,6.331341242238595,0.0,0.7587755106683687,-0.0,0.0
1149,Avg,0.0,0.9358407385190243,0.21287378639944088,0.0,3.6751883365826346,0.0,0.0,0.0,0.0,6.331341242238595,0.09358407385190243,0.7229669521195834,-0.0,0.0
1150,Avg,0.0,1.054786458646619,0.3506391599028479,0.0,4.0258274964854825,0.0,0.0,0.0,0.0,6.331341242238595,0.1054786458646619,0.704147298743771,-0.0,0.0
1151,Avg,0.0,0.6911953924211195,0.0,0.0,4.0258274964854825,0.0,0.0,0.0,0.0,6.331341242238595,0.06911953924211195,0.6911953924211195,-0.0,0.0
1152,Avg,0.0,0.6862943545674145,0.0,0.0,4.0258274964854825,0.0,0.0,0.0,0.0,6.331341242238595,0.06862943545674145,0.6862943545674145,-0.0,0.0
1153,Avg,0.0,0.0,0.0,0.7505279805353823,3.2752995159501004,0.0,0.0,0.0,0.0,6.331341242238595,0.0,0.675475182481844,-0.0,0.0
1154,Avg,0.0,0.7685103171610499,0.10234505066953914,0.0,3.3776445666196393,0.0,0.0,0.0,0.0,6.331341242238595,0.076851031716105,0.6661652664915108,-0.0,0.0
1155,Avg,0.0,0.7173031765177335,0.059672385873385414,0.0,3.437316952493025,0.0,0.0,0.0,0.0,6.331341242238595,0.07173031765177335,0.657630790644348,-0.0,0.0
1156,Avg,0.0,0.04406950796668019,0.0,0.6800260227594266,2.7572909297335984,0.0,0.0,0.0,0.0,6.331341242238595,0.004406950796668019,0.6560929284501641,-0.0,0.0
1157,Avg,0.0,0.5999702798522595,0.0,0.07337758086341195,2.6839133488701865,0.0,0.0,0.0,0.0,6.331341242238595,0.05999702798522595,0.6660101026293302,-0.0,0.0
1158,Avg,0.0,0.5253772009831233,0.0,0.18113419573938727,2.502779153130799,0.0,0.0,0.0,0.0,6.331341242238595,0.05253772009831234,0.6883979771485719,-0.0,0.0
1159,Avg,0.0,0.0,0.0,0.8006560612890093,1.7021230918417896,0.0,0.0,0.0,0.0,6.331341242238595,0.0,0.7205904551601083,-0.0,0.0
1160,Avg,0.8631247681141677,0.0,0.10214658782690433,0.0,1.804269679668694,0.0,0.0,0.0,0.0,6.331341242238595,0.08631247681141678,0.7609781802872634,-0.0,0.0
1161,Avg,1.3464404212207137,0.0,0.5428632938485404,0.0,2.347132973517234,0.0,0.0,0.0,0.0,6.331341242238595,0.13464404212207137,0.8035771273721733,-0.0,0.0
1162,Avg,0.8467553163634427,0.0,0.0,0.0,2.347132973517234,0.0,0.0,0.0,0.0,6.331341242238595,0.08467553163634428,0.8467553163634427,-0.0,0.0
1163,Avg,1.895623871299302,0.0,1.0359065796034166,0.0,3.3830395531206507,0.0,0.0,0.0,0.0,6.331341242238595,0.18956238712993023,0.8597172916958854,-0.0,0.0
1164,Avg,0.8581316964971263,0.0,0.0,0.0,3.3830395531206507,0.0,0.0,0.0,0.0,6.331341242238595,0.08581316964971264,0.8581316964971263,-0.0,0.0
1165,Avg,1.9383951680343947,0.0,1.0929828637802634,0.0,4.476022416900914,0.0,0.0,0.0,0.0,6.331341242238595,0.19383951680343947,0.8454123042541314,-0.0,0.0
1166,Avg,1.7844184997880614,0.0,0.9665283803219986,0.0,5.442550797222912,0.0,0.0,0.0,0.0,6.331341242238595,0.17844184997880616,0.8178901194660628,-0.0,0.0
1167,Avg,0.8098036934897364,0.0,0.0,0.0,5.442550797222912,0.0,0.0,0.0,0.0,6.331341242238595,0.08098036934897364,0.8098036934897364,-0.0,0.0
1168,Avg,1.085535511136649,0.0,0.28498089828101747,0.0,5.72753169550393,0.0,0.0,0.0,0.0,6.331341242238595,0.1085535511136649,0.8005546128556315,-0.0,0.0
1169,Avg,0.5508943019479922,0.27861523036965097,4.708877553239177,5.176729147755672,5.259680100987436,0.0,0.0,0.0,0.0,6.331341242238595,0.08295095323176432,0.7796882120585702,-0.0,0.0
